news_index,nyt_txt,country
912,for gaza s pregnant women and newborns the war will never be over even if the war ends tomorrow its effects will last a lifetime for new mothers and their children,palestine
919,a glimpse inside a devastated gaza in the ruins of two gazan towns new york times journalists witnessed the sheer destruction that israel s war has wrought and the devastation of hamas s operations,palestine
923,saudi israel ties depend on steps toward a palestinian state blinken says in meetings with israeli leaders the u s secretary of state held out the prospect of saudi recognition to prod israel to curb combat operations in gaza and accept a path to palestinian statehood,palestine
934,israel shifting war tempo tailors its messages for home and abroad israeli officials have told foreign journalists that they are starting to slow military operations in gaza while assuring the israeli public that the war against hamas will go on,palestine
943,israel says it killed another hezbollah commander after back and forth attacks a deadly airstrike,lebanon
950,fauda actor is seriously injured fighting in gaza the actor idan amedi underwent surgery to remove shrapnel from his body and was expected to recover israeli news media reported,palestine
1036,the agony and determination of sderot the mayor of an israeli town attacked by hamas on oct 7 describes the devastation the will to recover and the source of its resilience,palestine
1061,u n expert will investigate reports of sex crimes by hamas israel says the official accepted israel s invitation and is expected to go there soon the foreign ministry said hamas has denied that its fighters committed sex crimes during the oct 7 attacks,palestine
1063,blinken meets with abbas to talk about gaza s future the u s secretary of state spoke with mahmoud abbas the leader of the palestinian authority about the role the authority might play after israel s war with hamas,palestine
1068,how the war with hamas has damaged israel s tech firms and economy israel s technology sector a key part of the economy has been jolted by worker shortages and funding fears which could drive a wider slowdown in 2024,palestine
1136,thursday briefing the fight against houthi rebels preview also violence in ecuador,yemen
1154,hamas says hostages won t go home alive as long as israeli forces remain in gaza netanyahu faces growing pressure to get the more than 100 hostages still held in gaza home safely,palestine
1174,thursday briefing houthi attacks in the red sea,yemen
1230,the threat of a wider war in the middle east a string of attacks have heightened fears that the war in gaza could become a regional conflict,palestine
1231,blinken meets with el sisi in egypt to discuss plight of palestinians in gaza the u s secretary of state also planned to talk about how to prevent the violence in the mideast from escalating further as iran backed militias ramp up attacks,palestine
1233,inspections bottlenecks and safety concerns hinder gaza aid obstacles at two border crossings are exacerbating a growing humanitarian crisis according to two u s senators and officials with the u n and other groups,palestine
1258,indiana university cancels major exhibition of palestinian artist samia halaby an 87 year old artist has been outspoken in her support of palestinians during the israel gaza war,palestine
1269,looming starvation in gaza shows resurgence of civilian sieges in warfare a u n affiliated panel said the territory could tip into famine very soon international laws to protect people from human made famines offer little help,palestine
1282,israel and hamas are in talks to deliver medicine to hostages in gaza more than 120 hostages are believed to still be held in gaza and many suffer from health conditions that require regular medical care,palestine
1310,blinken talks a grand vision for mideast peace but hits a wall in israel secretary of state antony j blinken conducted marathon diplomacy around the region but israeli leaders focused on war with hamas showed no interest in meeting demands like palestinian statehood,palestine
1331,u s missiles strike targets in yemen linked to the houthi militia the american led strikes came in response to more than two dozen houthi drone and missile attacks against commercial shipping in the red sea since the israel hamas war began,yemen
1331,u s missiles strike targets in yemen linked to the houthi militia the american led strikes came in response to more than two dozen houthi drone and missile attacks against commercial shipping in the red sea since the israel hamas war began,palestine
1338,who are the houthis and why is the u s attacking them the iranian backed militia has launched dozens of attacks on commercial ships in the red sea since the war between israel and hamas started,palestine
1341,read biden s full statement on the strikes in yemen the president directed u s military forces to strike a number of targets used by the houthi militia after attacks on ships in the red sea,yemen
1347,u s and allies hit yemen with airstrikes videos verified by the new york times show explosions in yemen that targeted the houthi militia group which has been responsible for attacks against commercial shipping in the red sea,yemen
1455,the regional war no one wanted is here how wide will it get with the u s led attacks in yemen there is no longer a question of whether the israel hamas war will escalate into a wider conflict the question is whether it can be contained,palestine
1457,with genocide case against israel south africa challenges western led order after arguing its genocide case against israel at the international court of justice south africa won praise for standing up for palestinians under israeli bombardment in gaza,palestine
1458,c i a homes in on hamas leadership u s officials say a new task force at the spy agency is also working to boost intelligence collection on hostages still held in gaza,palestine
1481,gaza is facing yet another communications blackout it is the ninth blackout the enclave has endured since the war began in early october,palestine
1511,u s strikes against houthis in yemen for second day as conflict escalates the military fired at a target in response to rising attacks on red sea shipping which the houthis linked to the war between israel and hamas,palestine
1516,u s led strikes leave yemen back on the brink of war yemen s houthi militia shaped by years of civil war says that it welcomes a battle with the united states and that strikes will not stop its red sea attacks,yemen
1552,u n warns gaza is heading for famine as specter of wider war looms officials of the iran backed houthi militia in yemen threatened to respond to american led airstrikes over the past two days,palestine
1552,u n warns gaza is heading for famine as specter of wider war looms officials of the iran backed houthi militia in yemen threatened to respond to american led airstrikes over the past two days,yemen
1556,the things we disagree on about gaza readers challenge me on my criticism of israel s bombardment,palestine
1575,two seal team members missing after incident off somalia coast the sailors were said to have disappeared into the water after a vessel boarding attempt pentagon officials said the episode was not related to recent clashes with the houthi militia in yemen,yemen
1619,as war enters 100th day netanyahu vows to keep fighting in gaza the prime minister of israel struck a defiant tone after hearings at the hague where israel has been accused of genocide,palestine
1662,monday briefing 100 days of war in gaza,palestine
1684,they thought they knew death but that didn t prepare them for oct 7 volunteers with zaka an israeli group that recovers dead bodies were among the first to reach the victims of the hamas led attacks the trauma of what they witnessed may last a lifetime,palestine
1709,the iowa caucuses and 100 days of war in gaza hear the news in five minutes,palestine
1712,hamas says two more israeli hostages are dead the group said the two were killed by israeli airstrikes which the israeli military said was at least partly false,palestine
1739,israeli teenager recounts her time as a hostage in gaza hila rotem shoshani 13 is the youngest of the hostages freed from gaza to speak out about the harsh conditions in which they were held,palestine
1777,tuesday briefing a houthi attack on a u s owned ship,yemen
1826,israel unearths more of a subterranean fortress under gaza the israeli military has been surprised by the extent depth and quality of the tunnel network beneath gaza,palestine
1835,2 missing seals were on mission to stop yemen bound iranian weapons u s says the seized items including missile guidance systems and warheads were for the iran backed houthi militia which has been targeting ships in the red sea the pentagon said,yemen
1861,u s strikes houthi targets in yemen for a third time the american strikes destroyed four missiles that posed a threat to ships in the red sea the pentagon said they came on the third day in a row the houthis have defiantly fired at passing ships,yemen
1904,hamas rocket barrage stirs debate in israel over direction of war right wing lawmakers said the attack on tuesday showed the folly of withdrawing some troops from the gaza strip while israel s government faces international pressure to scale back further,palestine
1999,phone and internet service in gaza is down for a seventh day it is the longest blackout since the start of the war according to the strip s main communications company which says it is unable to make repairs amid the fighting,palestine
2048,as fighting intensifies in southern gaza palestinians flee hospital refuge israel and hamas are battling near a hospital in khan younis near where the military said it had detected mortar fire about 7 000 people had sought shelter on the hospital grounds the u n said,palestine
2063,ann arbor school board passes resolution supporting cease fire in gaza in a raucous meeting the board became one of the first in the country to vote for a statement supporting an end to hostilities in the israel hamas war,palestine
2075,will tourists return to the middle east after the israel hamas conflict decimated travel in the middle east last year some countries are seeing a rebound in bookings welcome news to a region heavily reliant on foreign visitors,palestine
2100,see the rapid expansion of tent camps in southern gaza satellite images show the huge influx of displaced people in rafah as more evacuees have moved south to avoid areas under israeli bombardment,palestine
2110,fighting near gaza hospital and trump sharpens attacks on haley hear the news in five minutes,palestine
2139,houthi leader says clash with u s will strengthen militia group abdul malik al houthi said in a televised speech that the houthis had always emerged stronger from confrontations with their enemies,yemen
2158,netanyahu rebuffs u s calls to start working toward palestinian statehood the biden administration and the israeli government diverge sharply over how gaza should be governed when the war ends,palestine
2175,why iran is the common link in conflicts from gaza to pakistan iran s long history of building up proxy forces that fight its enemies around the region as well as its conflicts with separatist and terrorist groups have played into a spate of recent conflicts,palestine
2180,war is on the agenda in davos but the focus is elsewhere the leaders and executives gathering at the world economic forum are obsessed with elections and artificial intelligence not ukraine or gaza,palestine
2189,justice department found unimaginable failure in uvalde response also fighting has eased in northern gaza here s the latest at the end of thursday,palestine
2214,israeli women fight on front line in gaza a first after a long struggle for acceptance israel s female combat soldiers are pushing new boundaries after rushing into battle on oct 7,palestine
2264,israeli soccer player in turkey removed over gaza war post the player eden karzev was fined and moved to an israeli team he is the second israeli pro this week to run afoul of a turkish team for displaying pro israel messages,palestine
2303,netanyahu is turning against biden israel has been at war with hamas for over 100 days and still has over 100 hostages to recover but netanyahu s no 1 focus is netanyahu,palestine
2329,the u s strikes more houthi sites in yemen the strikes the sixth round in 10 days targeted houthi missiles that were poised to attack merchant and military vessels in the red sea according to a white house official,yemen
2353,divisions emerging in israel over gaza war protesters demanded action to free hostages a war cabinet minister criticized the military campaign and the israeli prime minister publicly ruled out a two state solution rebuffing the u s,palestine
2399,in strategic bind israel weighs freeing hostages against destroying hamas some israeli commanders said the government s two main goals were mutually incompatible to eradicate hamas the military would have to engage in a lengthy war that would most likely cost the hostages lives,palestine
2415,no end in sight evacuated israeli city braces for possible war with hezbollah as tensions escalated on israel s northern border with lebanon after oct 7 israel evacuated tens of thousands of residents from the region including from kiryat shmona a town with 24 000 people months later evacuees remain in limbo and the mayor insists they cannot return until hezbollah militants are pushed back,lebanon
2419,no end in sight evacuated israeli city braces for possible war with hezbollah as tensions escalated on israel s northern border with lebanon after oct 7 israel evacuated tens of thousands of residents from the region including from kiryat shmona a town with 24 000 people months later evacuees remain in limbo and the mayor insists they cannot return until hezbollah militants are pushed back,lebanon
2444,how houthi attacks have upended global shipping hundreds of ships are avoiding the red sea and sailing an extra 4 000 miles around africa because of the houthi attacks and it comes at considerable economic cost,yemen
2488,deep under gaza evidence of cells and hostages israel says the israeli military took reporters on a tour of an underground compound in the gazan city of khan younis where it says about 20 hostages were held by hamas,palestine
2490,u n chief says gaza death toll is unacceptable as it passes 25 000 palestinian authorities said on sunday that more than 25 000 people had been killed in the gaza strip in the israel s military response to the oct 7 attacks,palestine
2517,monday briefing the latest from the war in gaza,palestine
2564,the rules of war what does international law say about israel s attack on gaza,palestine
2566,the decline of deaths in gaza the daily death toll in gaza has fallen in half over the past month reflecting a change in war strategy,palestine
2568,in a sign of the war s shift daily deaths in gaza are falling data shows for more than a month now the biden administration and other allies of israel have been urging its leaders to scale back the war in gaza and reduce civilian casualties it s now clear that israel s leaders have followed the advice at least partially the most tangible sign of the change is the decline in deaths among gazan residents as reported by the hamas controlled local government,palestine
2590,fighting intensifies in southern gaza and its main city khan younis the whole district of khan younis is essentially besieged a spokeswoman for the palestinian red crescent society said,palestine
2631,new york city schools will teach about antisemitism and islamophobia all middle and high school principals will receive new training after the system faced criticism for doing too little to address the israel hamas war,palestine
2647,israel e u meeting on gaza s future yields division and confusion europeans insisting on palestinian statehood are frustrated by israel s opposition and lack of a postwar plan for the devastated gaza strip,palestine
2704,israel says its military has encircled khan younis in gaza the fighting in the southern city has involved heavy exchanges of gunfire and a surge of tanks and troops into areas around hospitals,palestine
2754,there is no safety gazans scramble to find shelter as israeli attacks intensify palestinians in gaza are packing up and moving on some for the fifth sixth or seventh time,palestine
2794,israeli soldiers clearing buffer zone in gaza die in blast on the deadliest day for israelis since the ground invasion against hamas began about 20 soldiers were killed as they prepared to level buildings near the border,palestine
2797,biden brushing off gaza protesters at rally calls for restoring abortion rights the event was interrupted by at least 10 people protesting the war in gaza but the president focused on calling attention to restrictive abortion laws,palestine
2811,the u s strikes 2 more houthi targets in yemen the attacks the ninth in two weeks hit anti ship missiles that the iran backed militia could use against merchant and navy ships in the region,yemen
2834,honed at home in yemen houthi propaganda is going global as the war in gaza gives the houthi militia an international audience the group has seized the opportunity to take its message far beyond yemen s borders,yemen
2834,honed at home in yemen houthi propaganda is going global as the war in gaza gives the houthi militia an international audience the group has seized the opportunity to take its message far beyond yemen s borders,palestine
2859,israel orders evacuation of packed gaza area with 2 major hospitals hundreds of thousands of people most of them already displaced by the war are in the evacuation zone part of the city of khan younis the united nations said,palestine
2885,britain s foreign secretary pressures netanyahu on more aid for gaza the scale of suffering in gaza is unimaginable david cameron said after his meeting with the israeli prime minister urging a sustainable cease fire,palestine
2907,israel and hamas s cease fire and hostage deal proposals what to know the negotiations continue but the sides are far apart on issues including the fate of hamas s top leadership in the gaza strip,palestine
2916,shipping costs soar in wake of red sea attacks ships risking houthi attacks must pay high insurance premiums while vessels avoiding the region lose time going around africa,yemen
2932,the daily stories on the conflict between israel and gaza listeners of the daily hear israelis and gazans express their fears hopes and experiences in real time,palestine
2960,israel tries to rebut genocide charge by declassifying cabinet decisions south africa has accused israel of committing genocide in gaza israel s legal team has challenged the charge by providing the court with secret orders made by israel s civilian and military leaders,palestine
2961,from opposite sides of war a hunt for elusive facts the israel hamas conflict has produced a prodigious amount of disinformation putting people who fact check claims especially those who live in the region back on their heels,palestine
3045,new resources for teaching about the israel hamas war here is an updated collection of new york times articles essays podcasts and videos to help students learn about the war media literacy dueling historical narratives and more,palestine
3060,plans for gaza s day after seem ever distant the very idea that there will be a clear line between war and peace is misleading given the politics security needs and anxieties of all sides,palestine
3078,what to know about the u n court s initial ruling in the genocide case against israel the international court of justice ruled that israel must take steps to prevent genocide in gaza but stopped short of demanding a stop to its military offensive,palestine
3102,u s sensing opportunity makes new push for gaza cease fire william burns the c i a director planned to meet israeli egyptian and qatari officials in europe to try to secure a deal to release the hamas hostages and a pause in the combat,palestine
3216,u n to investigate claim that employees participated in oct 7 attack the united states temporarily cut off funding to unrwa the agency that aids palestinians citing allegations that 12 of its workers were involved in the hamas led assault on southern israel,palestine
3225,genocide ruling has deep symbolism but little immediate effect the decision by the world court did not order israel to cease its war against hamas in gaza but the court made a move imbued with historical meaning,palestine
3228,does barbie deserve all the hype pamela paul thinks not our letter writers are split also donald trump s opposition to a border deal in congress an israel hamas cease fire,palestine
3256,u n court stops short of calling for cease fire in gaza the international court of justice ordered israel to take actions to prevent genocide against palestinians in gaza,palestine
3273,u n court orders israel to prevent genocide but does not demand stop to war the top united nations court in the hague did not rule on whether israel was committing genocide in gaza the accusation that south africa brought before the court,palestine
3308,how leaders and diplomats are trying to end the gaza war top american israeli and arab officials are seeking to forge three parallel but related deals that could end the war in gaza finalize its postwar status and most ambitiously set commitments for the creation of a palestinian state,palestine
3341,negotiators close in on hostage deal that would halt fighting in gaza for weeks a written draft agreement calls for the phased release of captives held by hamas in exchange for a cessation in israel s military offensive for about two months,palestine
3344,two days of horror doctor documents scene at nasser hospital dr ahmed moghrabi a surgeon who has worked at nasser medical complex for three years said that the pressure is very big at the hospital as israeli forces surrounded khan younis gaza,palestine
3360,where is hamas getting its weapons increasingly from israel the very weapons that israeli forces have used to enforce a blockade of gaza are now being used against them,palestine
3366,talks in paris will focus on a hostage deal that could pause the fighting in gaza american led negotiators are edging closer to an agreement in which israel would suspend its war in gaza for about two months in exchange for the release of more than 100 hostages still held by hamas a deal that could be sealed in the next two weeks and will be the subject of talks in paris on sunday,palestine
3371,black pastors pressure biden to call for a cease fire in gaza black congregants dismay at president biden s posture on the war could imperil his re election bid,palestine
3394,israel moves to block protesters from preventing flow of aid into gaza the israeli military has declared the area around the kerem shalom border crossing a closed military zone,palestine
3404,how unrwa donor countries have responded to israel s accusations some countries have re evaluated their support for the main u n agency in gaza after israel accused a dozen agency employees of participating in the oct 7 attacks,palestine
3416,pelosi wants f b i to investigate pro palestinian protesters the former house speaker suggested without offering evidence that some protesters calling for a cease fire in gaza had financial ties to russia and vladimir v putin,palestine
3418,details emerge on u n workers accused of aiding hamas raid israeli officials have presented evidence they say ties workers at a palestinian aid agency in gaza to violence during the hamas led attack on israel,palestine
3436,she issued a call to makejewishbabies some are taking it seriously irina barskaya a 33 year old woman in brooklyn felt a pull to have children with another jew after the oct 7 hamas attacks she s not the only one,palestine
3453,domicide the mass destruction of homes should be a crime against humanity what has happened to homes and lives in gaza is a stand alone crime even if it is physically rebuilt the trauma of losing homes will last for decades,palestine
3462,gaza s food crisis famine has become a central humanitarian concern in the enclave,palestine
3465,iran denies ordering drone strike as biden weighs a response the deaths of three u s service members were the first known fatalities from hostile fire since the start of israel s war against hamas,palestine
3496,mix up preceded deadly drone strike in jordan u s officials say the attack on sunday killed three army reservists the first known american military deaths from hostile fire in the turmoil spilling over from israel s war with hamas,palestine
3505,u n to study reports of sexual violence in israel during oct 7 attack a team from the united nations has arrived in israel to examine multiple reports of sexual violence during the hamas led attack,palestine
3519,heavy rain and cold worsen conditions for palestinians in gaza days of torrential rains have exacerbated the dire humanitarian crisis in gaza where tens of thousands of people are displaced,palestine
3523,u n agency for palestinians imperiled by terrorism charges donors have pulled funds for the main aid agency in gaza after allegations that some employees took part in the oct 7 attack but it is not clear who would fill the vacuum if it ran out of money,palestine
3531,officials propose to hamas a six week war pause and a hostage prisoner swap the united states israel egypt and qatar sketched out a bare bones framework in paris qatari officials are awaiting word from hamas,palestine
3587,the war the world can t see from outside gaza the scale of death and destruction is impossible to grasp shrouded by communications blackouts restrictions barring international reporters and extreme challenges facing local journalists,palestine
3598,israeli forces kill a hamas commander inside a west bank hospital military says surveillance video released by the palestinian authority shows several gunmen in apparent civilian clothing brandishing weapons in the hospital,palestine
3653,israeli military confirms it has begun flooding hamas tunnels it is the first time the military has publicly acknowledged using the tactic which the u n has warned could damage gaza s drinking water,palestine
3684,israel raids west bank hospital as clashes erupt with hamas in northern gaza the raid by a small team wearing medical garb killed a hamas commander it came as israel confirmed it was trying to flush militants out of tunnels with seawater and had renewed fighting in northern gaza,palestine
3695,frozen u s spending for u n in gaza is minimal state dept says just 300 000 is on hold after israeli claims that unrwa employees joined the oct 7 hamas attacks u s officials say,palestine
3742,we are not very far from an explosion as the war grinds on in gaza settler attacks are rising and palestinian anger is growing,palestine
3749,an israeli charity for palestinians grapples with oct 7 attacks before the war road to recovery helped bring sick gazans to israeli hospitals several of its volunteers died in the hamas attacks and donations to the group have slowed,palestine
3788,a federal judge dismisses a suit to block u s support of israel but urges biden to re examine his approach the judge after expressing regret that he was limited by constitutional precedent urged president biden to rethink u s policy on israel s military siege in the gaza strip,palestine
3792,israel s controlled demolitions are razing neighborhoods in gaza in addition to its aerial bombardment israeli ground forces have carried out a wave of large scale detonations destroying residential homes schools and mosques across the strip,palestine
3834,choosing rebirth over revenge after my release from gaza we can learn from holocaust survivors how to move forward after oct 7,palestine
3870,netanyahu s bind compromising in gaza or holding on to power at home to end the war in gaza and free the remaining israeli hostages prime minister benjamin netanyahu may have to cut deals that analysts say could end his government and potentially his career,palestine
4036,over 800 officials in u s and europe sign letter protesting israel policies the document was signed by government employees in 12 nations and e u institutions signers say their leaders policies could be contributing to war crimes in gaza,palestine
4118,what withholding funds to unrwa means for gaza after 12 employees of the u n agency were accused of participating in the oct 7 attack against israel some donor countries have suspended funding but more than a million people in gaza depend on the agency for aid,palestine
4134,israel signals its military will move into a gazan city turned refuge a u n official described rafah a refuge for hundreds of thousands of displaced people as a pressure cooker of despair it is one of the last cities in southern gaza that israeli ground forces have not reached,palestine
4167,as face of biden s israel policy blinken draws wrath of gaza war protesters demonstrators have turned up at the secretary of state s home and even splashed fake blood on his motorcade,palestine
4181,the world needs to stand by unrwa the foreign minister of norway explains why his nation is continuing to fund unrwa amid allegations of employees collusion with hamas in the oct 7 attack,palestine
4185,the 8 days that roiled the u n s top agency in gaza the crisis that threatens the future of the main united nations agency in gaza amid a humanitarian disaster began at a routine meeting between diplomats in tel aviv,palestine
4201,gaza rescuers go missing on mission to save girl trapped in a car the palestine red crescent said the girl named hind was in a car in northern gaza with six of her relatives who were all killed by israeli fire she was the sole survivor,palestine
4207,u s and u k launch heavy strikes on houthi sites in yemen the airstrikes meant to deter attacks on ships in the red sea came one day after the united states struck at other iran backed militias in iraq and syria,yemen
4279,u s strikes iranian backed targets for third day in a row the attack on houthi militants in yemen came as secretary of state antony blinken headed for the mideast to try to defuse escalating tensions,yemen
4302,what business leaders are saying about the red sea attacks the houthi attacks on commercial ships are driving up freight costs and adding delays to journeys with some companies affected more than others,yemen
4317,blinken s mideast visit and u s aid to israel are the focus in washington this week a trip back to the middle east by the united states top diplomat to continue talks on a possible cease fire deal highlights a week of high level wrangling over the war in gaza and beyond,palestine
4404,unrwa set to lose 65 million documents show the agency which plays a key role in the humanitarian crisis in gaza has received an influx of private donations but not enough to make up for the loss of international funding,palestine
4418,blinken meets saudi crown prince on mideast push for pause in gaza war the top u s diplomat spoke with saudi arabia s de facto ruler as he sought to broker a pause in the fighting his visit came the same day a drone struck a syrian base used by u s forces and their allies,palestine
4421,why biden is losing support among some religious black voters more than 1 000 black faith leaders are pressuring the biden administration to push for a cease fire in israel s war on hamas in gaza,palestine
4440,blinken travels to egypt and qatar in his bid to avert a wider regional war secretary of state antony j blinken met with leaders in egypt and qatar on tuesday the second day of a middle east tour aimed at preventing an exchange of attacks with iran backed militias from spiraling into a broader regional war and to rally allies around a proposed cease fire agreement for gaza,palestine
4457,houthi attacks and u s led strikes dash hopes for quick yemen peace deal a u n backed process to end yemen s nine year conflict appeared to be moving forward recently but then the war in gaza began and tensions spilled over,yemen
4457,houthi attacks and u s led strikes dash hopes for quick yemen peace deal a u n backed process to end yemen s nine year conflict appeared to be moving forward recently but then the war in gaza began and tensions spilled over,palestine
4459,what israeli soldiers videos reveal cheering destruction and mocking gazans an analysis of social media videos found israeli soldiers filming themselves in gaza and destroying what appears to be civilian property the footage provides a rare and unsanctioned window into the war,palestine
4476,group in michigan urges protest vote against biden over israel gaza war the democratic group is telling voters to mark uncommitted on their primary ballots,palestine
